"","NAME","NAME_ENGLISH","CONCEPT","BINOMIAL","RANK","VALID","phenosmall","phenobig","image","URL","new_concept","new_binomial","new_englishname","changed"
"248","Eupithecia extensaria","Scarce Pug","Lep_6541","Eupithecia extensaria","Species","V","phenology/VEupithecia_extensaria.png","phenology/VEupithecia_extensaria_big.png","1847scarcepugfrl.jpg,scarcepuglarvalg.jpg,1847scarcepuglarvarl.jpg","http://ukmoths.org.uk/species/eupithecia-extensaria","Lep_6541","Eupithecia extensaria","Scarce Pug",FALSE
"249","Eupithecia innotata","Angle-barred Pug","Lep_6544","Eupithecia innotata","Species","V","phenology/VEupithecia_innotata.png","phenology/VEupithecia_innotata_big.png","1849ashpugfrl.jpg","http://ukmoths.org.uk/species/eupithecia-innotata","Lep_6544","Eupithecia innotata","Angle-barred Pug",FALSE
"250","Eupithecia fraxinata","Ash Pug","Lep_6547","Eupithecia fraxinata","Species","V","phenology/VEupithecia_fraxinata.png","phenology/VEupithecia_fraxinata_big.png","","http://ukmoths.org.uk","Lep_6547","Eupithecia innotata","Ash Pug",TRUE
"251","Eupithecia virgaureata","Golden-rod Pug","Lep_6553","Eupithecia virgaureata","Species","V","phenology/VEupithecia_virgaureata.png","phenology/VEupithecia_virgaureata_big.png","1851goldenrodpugm2rl.jpg,1851goldenrodpugmrl.jpg","http://ukmoths.org.uk/species/eupithecia-virgaureata","Lep_6553","Eupithecia virgaureata","Golden-rod Pug",FALSE
"252","Eupithecia abbreviata","Brindled Pug","Lep_6556","Eupithecia abbreviata","Species","V","phenology/VEupithecia_abbreviata.png","phenology/VEupithecia_abbreviata_big.png","1852brindledpug2.jpg,brindledpuglarva.jpg","http://ukmoths.org.uk/species/eupithecia-abbreviata","Lep_6556","Eupithecia abbreviata","Brindled Pug",FALSE
"253","Eupithecia dodoneata","Oak-tree Pug","Lep_6559","Eupithecia dodoneata","Species","V","phenology/VEupithecia_dodoneata.png","phenology/VEupithecia_dodoneata_big.png","1853e_dodoneatabs.jpg,oaktreepugngd.jpg,oaktreepug.jpg,1853e_dodoneatalarvabs.jpg","http://ukmoths.org.uk/species/eupithecia-dodoneata","Lep_6559","Eupithecia dodoneata","Oak-tree Pug",FALSE
"254","Eupithecia pusillata","Juniper Pug","Lep_6562","Eupithecia pusillata","Species","V","phenology/VEupithecia_pusillata.png","phenology/VEupithecia_pusillata_big.png","1854eupithecia_pusillataik.jpg","http://ukmoths.org.uk/species/eupithecia-pusillata","Lep_6562","Eupithecia pusillata","Juniper Pug",FALSE
"255","Eupithecia phoeniceata","Cypress Pug","Lep_6565","Eupithecia phoeniceata","Species","V","phenology/VEupithecia_phoeniceata.png","phenology/VEupithecia_phoeniceata_big.png","1855e_phoeniceatapk.jpg,cypresspug.jpg","http://ukmoths.org.uk/species/eupithecia-phoeniceata","Lep_6565","Eupithecia phoeniceata","Cypress Pug",FALSE
"256","Eupithecia ultimaria","Channel Islands Pug","Lep_6566","Eupithecia ultimaria","Species","V","phenology/VEupithecia_ultimaria.png","phenology/VEupithecia_ultimaria_big.png","1855ae_ultimariasd.jpg","http://ukmoths.org.uk/species/eupithecia-ultimaria","Lep_6566","Eupithecia ultimaria","Channel Islands Pug",FALSE
"257","Eupithecia lariciata","Larch Pug","Lep_6568","Eupithecia lariciata","Species","V","phenology/VEupithecia_lariciata.png","phenology/VEupithecia_lariciata_big.png","larchpug.jpg","http://ukmoths.org.uk/species/eupithecia-lariciata","Lep_6568","Eupithecia lariciata","Larch Pug",FALSE
"258","Eupithecia tantillaria","Dwarf Pug","Lep_6571","Eupithecia tantillaria","Species","V","phenology/VEupithecia_tantillaria.png","phenology/VEupithecia_tantillaria_big.png","dwarf.jpg,eupithecia_tantillaria_1dgh.jpg","http://ukmoths.org.uk/species/eupithecia-tantillaria","Lep_6571","Eupithecia tantillaria","Dwarf Pug",FALSE
"259","Chloroclystis v-ata","The V-Pug","Lep_6574","Chloroclystis v-ata","Species","V","phenology/VChloroclystis_v-ata.png","phenology/VChloroclystis_v-ata_big.png","1858chloroclysta_v-ataik.jpg","http://ukmoths.org.uk/species/chloroclystis-v-ata","Lep_6574","Chloroclystis v-ata","The V-Pug",FALSE
"260","Pasiphila chloerata","Sloe Pug","Lep_6577","Pasiphila chloerata","Species","V","phenology/VPasiphila_chloerata.png","phenology/VPasiphila_chloerata_big.png","","http://ukmoths.org.uk","Lep_6577","Pasiphila chloerata","Sloe Pug",FALSE
"261","Pasiphila rectangulata","Green Pug","Lep_6580","Pasiphila rectangulata","Species","V","phenology/VPasiphila_rectangulata.png","phenology/VPasiphila_rectangulata_big.png","greenpugik.jpg,1860p_rectangulatanp.jpg,1860greenpuglarvabs.jpg","http://ukmoths.org.uk/species/pasiphila-rectangulata","Lep_6580","Pasiphila rectangulata","Green Pug",FALSE
"262","Pasiphila debiliata","Bilberry Pug","Lep_6583","Pasiphila debiliata","Species","V","phenology/VPasiphila_debiliata.png","phenology/VPasiphila_debiliata_big.png","bilberrypugrw.jpg","http://ukmoths.org.uk/species/pasiphila-debiliata","Lep_6583","Pasiphila debiliata","Bilberry Pug",FALSE
"263","Gymnoscelis rufifasciata","Double-striped Pug","Lep_6586","Gymnoscelis rufifasciata","Species","V","phenology/VGymnoscelis_rufifasciata.png","phenology/VGymnoscelis_rufifasciata_big.png","1862doublestripedpugdh.jpg,1862g_rufifasciatacj.jpg,1862g_rufifasciatacj2.jpg,1862g_rufifasciatalarvabs.jpg","http://ukmoths.org.uk/species/gymnoscelis-rufifasciata","Lep_6586","Gymnoscelis rufifasciata","Double-striped Pug",FALSE
"264","Anticollix sparsata","Dentated Pug","Lep_6589","Anticollix sparsata","Species","V","phenology/VAnticollix_sparsata.png","phenology/VAnticollix_sparsata_big.png","1863dentatedpugrl.jpg,1863dentatedpug2.jpg,1863dentatedpug4.jpg","http://ukmoths.org.uk/species/anticollix-sparsata","Lep_6589","Anticollix sparsata","Dentated Pug",FALSE
"265","Chesias legatella","The Streak","Lep_6592","Chesias legatella","Species","V","phenology/VChesias_legatella.png","phenology/VChesias_legatella_big.png","streak071098.jpg,thestreaklarvabs.jpg,thestreakpupabs.jpg","http://ukmoths.org.uk/species/chesias-legatella","Lep_6592","Chesias legatella","The Streak",FALSE
"266","Chesias rufata","Broom-tip","Lep_6595","Chesias rufata","Species","V","phenology/VChesias_rufata.png","phenology/VChesias_rufata_big.png","1865c_rufatamh.jpg,1865c_rufatamh2.jpg,1865c_rufatarw.jpg,1865c_rufatalarvatb.jpg","http://ukmoths.org.uk/species/chesias-rufata","Lep_6595","Chesias rufata","Broom-tip",FALSE
"267","Carsia sororiata","Manchester Treble-bar","Lep_6598","Carsia sororiata","Species","V","phenology/VCarsia_sororiata.png","phenology/VCarsia_sororiata_big.png","manchestertreblebarbh.jpg","http://ukmoths.org.uk/species/carsia-sororiata","Lep_6598","Carsia sororiata","Manchester Treble-bar",FALSE
"268","Aplocera plagiata","Treble-bar","Lep_6601","Aplocera plagiata","Species","V","phenology/VAplocera_plagiata.png","phenology/VAplocera_plagiata_big.png","1867_aplocera_plagiatangd.jpg,treblebar.jpg,1867aplocera_abdomenstt.jpg","http://ukmoths.org.uk/species/aplocera-plagiata","Lep_6601","Aplocera plagiata","Treble-bar",FALSE
"269","Aplocera efformata","Lesser Treble-bar","Lep_6604","Aplocera efformata","Species","V","phenology/VAplocera_efformata.png","phenology/VAplocera_efformata_big.png","lessertreblebar.jpg","http://ukmoths.org.uk/species/aplocera-efformata","Lep_6604","Aplocera efformata","Lesser Treble-bar",FALSE
"270","Odezia atrata","Chimney Sweeper","Lep_6610","Odezia atrata","Species","V","phenology/VOdezia_atrata.png","phenology/VOdezia_atrata_big.png","1870o_atratawp.jpg,1870chimneysweeper.jpg","http://ukmoths.org.uk/species/odezia-atrata","Lep_6610","Odezia atrata","Chimney Sweeper",FALSE
"271","Lithostege griseata","Grey Carpet","Lep_6613","Lithostege griseata","Species","V","phenology/VLithostege_griseata.png","phenology/VLithostege_griseata_big.png","","http://ukmoths.org.uk","Lep_6613","Lithostege griseata","Grey Carpet",FALSE
"272","Discoloxia blomeri","Blomer's Rivulet","Lep_6616","Discoloxia blomeri","Species","V","phenology/VDiscoloxia_blomeri.png","phenology/VDiscoloxia_blomeri_big.png","","http://ukmoths.org.uk","Lep_6616","Venusia blomeri","Blomer's Rivulet",TRUE
"273","Venusia cambrica","Welsh Wave","Lep_6619","Venusia cambrica","Species","V","phenology/VVenusia_cambrica.png","phenology/VVenusia_cambrica_big.png","1873v_cambricanr.jpg,welshwavengd.jpg","http://ukmoths.org.uk/species/venusia-cambrica","Lep_6619","Venusia cambrica","Welsh Wave",FALSE
"274","Euchoeca nebulata","Dingy Shell","Lep_6622","Euchoeca nebulata","Species","V","phenology/VEuchoeca_nebulata.png","phenology/VEuchoeca_nebulata_big.png","dingyshell.jpg","http://ukmoths.org.uk/species/euchoeca-nebulata","Lep_6622","Euchoeca nebulata","Dingy Shell",FALSE
"275","Asthena albulata","Small White Wave","Lep_6625","Asthena albulata","Species","V","phenology/VAsthena_albulata.png","phenology/VAsthena_albulata_big.png","1875smallwhitewavegf.jpg","http://ukmoths.org.uk/species/asthena-albulata","Lep_6625","Asthena albulata","Small White Wave",FALSE
"276","Hydrelia flammeolaria","Small Yellow Wave","Lep_6628","Hydrelia flammeolaria","Species","V","phenology/VHydrelia_flammeolaria.png","phenology/VHydrelia_flammeolaria_big.png","1876smallyellowwave.jpg,1876h_flammeolarianp.jpg,1876h_flammeolarianp2.jpg","http://ukmoths.org.uk/species/hydrelia-flammeolaria","Lep_6628","Hydrelia flammeolaria","Small Yellow Wave",FALSE
"277","Hydrelia sylvata","Waved Carpet","Lep_6631","Hydrelia sylvata","Species","V","phenology/VHydrelia_sylvata.png","phenology/VHydrelia_sylvata_big.png","1877h_sylvataph.jpg,1877h_sylvatalarvadg.jpg","http://ukmoths.org.uk/species/hydrelia-sylvata","Lep_6631","Hydrelia sylvata","Waved Carpet",FALSE
"278","Minoa murinata","Drab Looper","Lep_6634","Minoa murinata","Species","V","phenology/VMinoa_murinata.png","phenology/VMinoa_murinata_big.png","1878m_murinatadg2.jpg,1878m_murinatadg1.jpg,1878drablooper.jpg","http://ukmoths.org.uk/species/minoa-murinata","Lep_6634","Minoa murinata","Drab Looper",FALSE
"279","Lobophora halterata","The Seraphim","Lep_6637","Lobophora halterata","Species","V","phenology/VLobophora_halterata.png","phenology/VLobophora_halterata_big.png","seraphim.jpg","http://ukmoths.org.uk/species/lobophora-halterata","Lep_6637","Lobophora halterata","The Seraphim",FALSE
"280","Trichopteryx polycommata","Barred Tooth-striped","Lep_6640","Trichopteryx polycommata","Species","V","phenology/VTrichopteryx_polycommata.png","phenology/VTrichopteryx_polycommata_big.png","1880barredtoothstriped.jpg,1880t_polycommataph.jpg","http://ukmoths.org.uk/species/trichopteryx-polycommata","Lep_6640","Trichopteryx polycommata","Barred Tooth-striped",FALSE
"281","Trichopteryx carpinata","Early Tooth-striped","Lep_6643","Trichopteryx carpinata","Species","V","phenology/VTrichopteryx_carpinata.png","phenology/VTrichopteryx_carpinata_big.png","1881t_carpinatarw.jpg,1881t_carpinatanr.jpg,1881earlytoothstriped.jpg,1881t_carpinata2nr.jpg","http://ukmoths.org.uk/species/trichopteryx-carpinata","Lep_6643","Trichopteryx carpinata","Early Tooth-striped",FALSE
"282","Pterapherapteryx sexalata","Small Seraphim","Lep_6646","Pterapherapteryx sexalata","Species","V","phenology/VPterapherapteryx_sexalata.png","phenology/VPterapherapteryx_sexalata_big.png","1882p_sexalataph.jpg,1882smallseraphim.jpg","http://ukmoths.org.uk/species/pterapherapteryx-sexalata","Lep_6646","Pterapherapteryx sexalata","Small Seraphim",FALSE
"283","Acasis viretata","Yellow-barred Brindle","Lep_6649","Acasis viretata","Species","V","phenology/VAcasis_viretata.png","phenology/VAcasis_viretata_big.png","yellowbarredbrindle270898.jpg,yellowbarredbrindlelarvaik.jpg","http://ukmoths.org.uk/species/acasis-viretata","Lep_6649","Acasis viretata","Yellow-barred Brindle",FALSE
"284","Abraxas grossulariata","The Magpie","Lep_6652","Abraxas grossulariata","Species","V","phenology/VAbraxas_grossulariata.png","phenology/VAbraxas_grossulariata_big.png","1884abraxasgrossulariataik.jpg,1884a_grossulariatarw.jpg,1884magpiemothlarvagf.jpg,1884magpiemothpupagf.jpg","http://ukmoths.org.uk/species/abraxas-grossulariata","Lep_6652","Abraxas grossulariata","The Magpie",FALSE
"285","Abraxas sylvata","Clouded Magpie","Lep_6655","Abraxas sylvata","Species","V","phenology/VAbraxas_sylvata.png","phenology/VAbraxas_sylvata_big.png","cloudedmagpielarva2.jpg","http://ukmoths.org.uk/species/abraxas-sylvata","Lep_6655","Abraxas sylvata","Clouded Magpie",FALSE
"286","Lomaspilis marginata","Clouded Border","Lep_6661","Lomaspilis marginata","Species","V","phenology/VLomaspilis_marginata.png","phenology/VLomaspilis_marginata_big.png","1887lomaspilismarginata2ik.jpg,1887lomaspilismarginataik.jpg,1887_lomaspilis_marginatangd.jpg","http://ukmoths.org.uk/species/lomaspilis-marginata","Lep_6661","Lomaspilis marginata","Clouded Border",FALSE
"287","Ligdia adustata","Scorched Carpet","Lep_6664","Ligdia adustata","Species","V","phenology/VLigdia_adustata.png","phenology/VLigdia_adustata_big.png","1888scorchedcarpet.jpg","http://ukmoths.org.uk/species/ligdia-adustata","Lep_6664","Ligdia adustata","Scorched Carpet",FALSE
"288","Stegania trimaculata","Dorset Cream Wave","Lep_6665","Stegania trimaculata","Species","V","phenology/VStegania_trimaculata.png","phenology/VStegania_trimaculata_big.png","1888asteganiatrimaculata.jpg","http://ukmoths.org.uk/species/stegania-trimaculata","Lep_6665","Stegania trimaculata","Dorset Cream Wave",FALSE
"289","Macaria notata","Peacock Moth","Lep_6667","Macaria notata","Species","V","phenology/VMacaria_notata.png","phenology/VMacaria_notata_big.png","1889m_notatanr.jpg,1889s_notata.jpg","http://ukmoths.org.uk/species/macaria-notata","Lep_6667","Macaria notata","Peacock Moth",FALSE
"290","Macaria alternata","Sharp-angled Peacock","Lep_6670","Macaria alternata","Species","V","phenology/VMacaria_alternata.png","phenology/VMacaria_alternata_big.png","1890semiothisaalternariaik.jpg","http://ukmoths.org.uk/species/macaria-alternata","Lep_6670","Macaria alternata","Sharp-angled Peacock",FALSE
"291","Macaria signaria","Dusky Peacock","Lep_6673","Macaria signaria","Species","V","phenology/VMacaria_signaria.png","phenology/VMacaria_signaria_big.png","1891semiothisa_signarialg.jpg","http://ukmoths.org.uk/species/macaria-signaria","Lep_6673","Macaria signaria","Dusky Peacock",FALSE
"292","Macaria liturata","Tawny-barred Angle","Lep_6679","Macaria liturata","Species","V","phenology/VMacaria_liturata.png","phenology/VMacaria_liturata_big.png","1893tawnybarredanglerl.jpg,1893tawnybarredanglegf.jpg,tawnybarredanglelarva2.jpg,tawnybarredanglelarva.jpg","http://ukmoths.org.uk/species/macaria-liturata","Lep_6679","Macaria liturata","Tawny-barred Angle",FALSE
"293","Chiasmia clathrata","Latticed Heath","Lep_6682","Chiasmia clathrata","Species","V","phenology/VChiasmia_clathrata.png","phenology/VChiasmia_clathrata_big.png","1894c_clathrataik.jpg,1894c_clathratasd.jpg,1894c_clathratalarvabs.jpg","http://ukmoths.org.uk/species/chiasmia-clathrata","Lep_6682","Chiasmia clathrata","Latticed Heath",FALSE
"294","Macaria carbonaria","Netted Mountain Moth","Lep_6685","Macaria carbonaria","Species","V","phenology/VMacaria_carbonaria.png","phenology/VMacaria_carbonaria_big.png","","http://ukmoths.org.uk","Lep_6685","Macaria carbonaria","Netted Mountain Moth",FALSE
"295","Itame brunneata","Rannoch Looper","Lep_6688","Itame brunneata","Species","V","phenology/VItame_brunneata.png","phenology/VItame_brunneata_big.png","","http://ukmoths.org.uk","Lep_6688","Macaria brunneata","Rannoch Looper",TRUE
"296","Macaria wauaria","The V-Moth","Lep_6691","Macaria wauaria","Species","V","phenology/VMacaria_wauaria.png","phenology/VMacaria_wauaria_big.png","1897m_wauariaik.jpg","http://ukmoths.org.uk/species/macaria-wauaria","Lep_6691","Macaria wauaria","The V-Moth",FALSE
"297","Hypagyrtis unipunctata","White Spot","Lep_6694","Hypagyrtis unipunctata","Species","V","phenology/VHypagyrtis_unipunctata.png","phenology/VHypagyrtis_unipunctata_big.png","","http://ukmoths.org.uk","Lep_6694","Hypagyrtis unipunctata","White Spot",FALSE
"298","Cepphis advenaria","Little Thorn","Lep_6703","Cepphis advenaria","Species","V","phenology/VCepphis_advenaria.png","phenology/VCepphis_advenaria_big.png","littlethorn.jpg","http://ukmoths.org.uk/species/cepphis-advenaria","Lep_6703","Cepphis advenaria","Little Thorn",FALSE
"299","Petrophora chlorosata","Brown Silver-line","Lep_6706","Petrophora chlorosata","Species","V","phenology/VPetrophora_chlorosata.png","phenology/VPetrophora_chlorosata_big.png","1902petrophorachlorosata.jpg,1902p_chlorosatacj.jpg,1902p_chlorosata2cj.jpg,1902p_chlorosatalarvabs.jpg","http://ukmoths.org.uk/species/petrophora-chlorosata","Lep_6706","Petrophora chlorosata","Brown Silver-line",FALSE
"300","Plagodis pulveraria","Barred Umber","Lep_6709","Plagodis pulveraria","Species","V","phenology/VPlagodis_pulveraria.png","phenology/VPlagodis_pulveraria_big.png","1903barredumber.jpg","http://ukmoths.org.uk/species/plagodis-pulveraria","Lep_6709","Plagodis pulveraria","Barred Umber",FALSE
"301","Plagodis dolabraria","Scorched Wing","Lep_6712","Plagodis dolabraria","Species","V","phenology/VPlagodis_dolabraria.png","phenology/VPlagodis_dolabraria_big.png","1904p_dolabrariajd.jpg,1904scorchedwing2.jpg","http://ukmoths.org.uk/species/plagodis-dolabraria","Lep_6712","Plagodis dolabraria","Scorched Wing",FALSE
"302","Pachycnemia hippocastanaria","Horse Chestnut","Lep_6715","Pachycnemia hippocastanaria","Species","V","phenology/VPachycnemia_hippocastanaria.png","phenology/VPachycnemia_hippocastanaria_big.png","horsechestnut.jpg,1905p_hippocastanarialarvatb.jpg","http://ukmoths.org.uk/species/pachycnemia-hippocastanaria","Lep_6715","Pachycnemia hippocastanaria","Horse Chestnut",FALSE
"303","Opisthograptis luteolata","Brimstone Moth","Lep_6718","Opisthograptis luteolata","Species","V","phenology/VOpisthograptis_luteolata.png","phenology/VOpisthograptis_luteolata_big.png","1906o_luteolataabdc.jpg,1906brimstonemothlarvagf.jpg,1906brimstonemothlarva.jpg","http://ukmoths.org.uk/species/opisthograptis-luteolata","Lep_6718","Opisthograptis luteolata","Brimstone Moth",FALSE
"304","Epione repandaria","Bordered Beauty","Lep_6721","Epione repandaria","Species","V","phenology/VEpione_repandaria.png","phenology/VEpione_repandaria_big.png","borderedbeautyngd.jpg,1907borderedbeauty.jpg","http://ukmoths.org.uk/species/epione-repandaria","Lep_6721","Epione repandaria","Bordered Beauty",FALSE
"305","Epione vespertaria","Dark Bordered Beauty","Lep_6724","Epione vespertaria","Species","V","phenology/VEpione_vespertaria.png","phenology/VEpione_vespertaria_big.png","1908darkborderedbeautym1.jpg,1908darkborderedbeautyf1.jpg","http://ukmoths.org.uk/species/epione-vespertaria","Lep_6724","Epione vespertaria","Dark Bordered Beauty",FALSE
